"velocity_vectors:0","velocity_vectors:1","velocity_vectors:2","another_vector_set:0","another_vector_set:1","another_vector_set:2","EinLustigerSkalar","Points:0","Points:1","Points:2"
-0.42491,0.221,-0.87784,-4.2491,0.442,-0.87784,1,1.25e-007,9.5e-008,3.5e-008
-0.58048,-0.79418,0.17978,-5.8048,-1.5884,0.17978,1,3.5e-008,6.5e-008,4.5e-008
0.85282,-0.51335,-0.095721,8.5282,-1.0267,-0.095721,1,3.5e-008,7.5e-008,4.5e-008
-0.30514,0.1107,0.94585,-3.0514,0.2214,0.94585,1,4.5e-008,7.5e-008,4.5e-008
-0.41725,0.090517,0.90427,-4.1725,0.18103,0.90427,1,4.5e-008,6.5e-008,4.5e-008
-0.13095,0.15613,0.97902,-1.3095,0.31225,0.97902,1,3.5e-008,8.5e-008,4.5e-008
-0.17603,0.11832,0.97725,-1.7603,0.23665,0.97725,1,4.5e-008,8.5e-008,4.5e-008
0.85045,-0.0026942,-0.52605,8.5045,-0.0053884,-0.52605,1,3.5e-008,9.5e-008,4.5e-008
-0.068229,0.12376,0.98996,-0.68229,0.24751,0.98996,1,4.5e-008,9.5e-008,4.5e-008
0.19359,-0.98068,0.028152,1.9359,-1.9614,0.028152,1,4.5e-008,5.5e-008,4.5e-008
-0.56553,-0.017159,0.82455,-5.6553,-0.034318,0.82455,1,5.5e-008,6.5e-008,4.5e-008
-0.6225,0.69106,0.36732,-6.225,1.3821,0.36732,1,5.5e-008,5.5e-008,4.5e-008
-0.46966,-0.023889,0.88253,-4.6966,-0.047778,0.88253,1,5.5e-008,7.5e-008,4.5e-008
-0.31438,0.0070128,0.94927,-3.1438,0.014026,0.94927,1,5.5e-008,8.5e-008,4.5e-008
-0.14483,0.051716,0.9881,-1.4483,0.10343,0.9881,1,5.5e-008,9.5e-008,4.5e-008
-0.020956,0.1241,0.99205,-0.20956,0.2482,0.99205,1,4.5e-008,1.05e-007,4.5e-008
-0.036061,0.074442,0.99657,-0.36061,0.14888,0.99657,1,5.5e-008,1.05e-007,4.5e-008
-0.72883,-0.18825,0.65831,-7.2883,-0.3765,0.65831,1,6.5e-008,6.5e-008,4.5e-008
0.89873,-0.3363,-0.28142,8.9873,-0.67259,-0.28142,1,6.5e-008,5.5e-008,4.5e-008
-0.6879,-0.21275,0.69392,-6.879,-0.42549,0.69392,1,6.5e-008,7.5e-008,4.5e-008
-0.56412,-0.14517,0.81283,-5.6412,-0.29034,0.81283,1,6.5e-008,8.5e-008,4.5e-008
-0.3359,-0.042306,0.94095,-3.359,-0.084612,0.94095,1,6.5e-008,9.5e-008,4.5e-008
-0.13737,0.013976,0.99042,-1.3737,0.027952,0.99042,1,6.5e-008,1.05e-007,4.5e-008
-0.86319,-0.33177,0.38056,-8.6319,-0.66355,0.38056,1,7.5e-008,7.5e-008,4.5e-008
-0.84467,-0.29681,0.44546,-8.4467,-0.59362,0.44546,1,7.5e-008,6.5e-008,4.5e-008
-0.8501,-0.21656,0.48004,-8.501,-0.43311,0.48004,1,7.5e-008,8.5e-008,4.5e-008
-0.63064,-0.0871,0.77117,-6.3064,-0.1742,0.77117,1,7.5e-008,9.5e-008,4.5e-008
-0.18803,0.13805,-0.97241,-1.8803,0.2761,-0.97241,1,8.5e-008,7.5e-008,4.5e-008
-0.95797,-0.020224,0.28616,-9.5797,-0.040449,0.28616,1,8.5e-008,6.5e-008,4.5e-008
-0.98002,-0.19765,-0.022209,-9.8002,-0.3953,-0.022209,1,8.5e-008,8.5e-008,4.5e-008
-0.38898,-0.23271,-0.89137,-3.8898,-0.46542,-0.89137,1,8.5e-008,9.5e-008,4.5e-008
-0.63093,-0.097806,-0.76965,-6.3093,-0.19561,-0.76965,1,9.5e-008,7.5e-008,4.5e-008
-0.34691,-0.049405,-0.93659,-3.4691,-0.09881,-0.93659,1,9.5e-008,6.5e-008,4.5e-008
-0.83049,-0.23393,-0.50554,-8.3049,-0.46786,-0.50554,1,9.5e-008,8.5e-008,4.5e-008
-0.8443,-0.32926,-0.42278,-8.443,-0.65853,-0.42278,1,9.5e-008,9.5e-008,4.5e-008
0.78361,-0.41304,-0.46406,7.8361,-0.82609,-0.46406,1,9.5e-008,5.5e-008,4.5e-008
-0.13473,0.018088,-0.99072,-1.3473,0.036175,-0.99072,1,1.05e-007,6.5e-008,4.5e-008
0.22197,0.80093,0.55609,2.2197,1.6019,0.55609,1,1.05e-007,5.5e-008,4.5e-008
-0.33453,-0.042207,-0.94144,-3.3453,-0.084415,-0.94144,1,1.05e-007,7.5e-008,4.5e-008
-0.5503,-0.13908,-0.8233,-5.503,-0.27816,-0.8233,1,1.05e-007,8.5e-008,4.5e-008
-0.6706,-0.19183,-0.71658,-6.706,-0.38365,-0.71658,1,1.05e-007,9.5e-008,4.5e-008
-0.82503,-0.27738,-0.49232,-8.2503,-0.55477,-0.49232,1,9.5e-008,1.05e-007,4.5e-008
-0.71244,-0.16052,-0.68313,-7.1244,-0.32105,-0.68313,1,1.05e-007,1.05e-007,4.5e-008
-0.036724,0.080376,-0.99609,-0.36724,0.16075,-0.99609,1,1.15e-007,6.5e-008,4.5e-008
-0.67454,0.55815,0.48319,-6.7454,1.1163,0.48319,1,1.15e-007,5.5e-008,4.5e-008
-0.14804,0.058926,-0.98722,-1.4804,0.11785,-0.98722,1,1.15e-007,7.5e-008,4.5e-008
-0.31203,0.019897,-0.94987,-3.1203,0.039794,-0.94987,1,1.15e-007,8.5e-008,4.5e-008
-0.4609,-0.0032608,-0.88745,-4.609,-0.0065216,-0.88745,1,1.15e-007,9.5e-008,4.5e-008
-0.55229,0.0019326,-0.83365,-5.5229,0.0038653,-0.83365,1,1.15e-007,1.05e-007,4.5e-008
-0.074936,0.12962,-0.98873,-0.74936,0.25924,-0.98873,1,1.25e-007,7.5e-008,4.5e-008
-0.0271,0.13149,-0.99095,-0.271,0.26299,-0.99095,1,1.25e-007,6.5e-008,4.5e-008
-0.1808,0.1263,-0.97538,-1.808,0.25259,-0.97538,1,1.25e-007,8.5e-008,4.5e-008
-0.306,0.11972,-0.94447,-3.06,0.23945,-0.94447,1,1.25e-007,9.5e-008,4.5e-008
-0.11391,-0.68292,-0.72156,-1.1391,-1.3658,-0.72156,1,3.5e-008,6.5e-008,5.5e-008
-0.277,-0.73525,0.61862,-2.77,-1.4705,0.61862,1,3.5e-008,7.5e-008,5.5e-008
-0.2245,0.079761,0.97121,-2.245,0.15952,0.97121,1,4.5e-008,7.5e-008,5.5e-008
-0.3122,0.042088,0.94908,-3.122,0.084175,0.94908,1,4.5e-008,6.5e-008,5.5e-008
-0.091644,0.13572,0.9865,-0.91644,0.27145,0.9865,1,3.5e-008,8.5e-008,5.5e-008
-0.11903,0.10599,0.98722,-1.1903,0.21197,0.98722,1,4.5e-008,8.5e-008,5.5e-008
-0.096716,0.38568,-0.91755,-0.96716,0.77136,-0.91755,1,3.5e-008,9.5e-008,5.5e-008
-0.024108,0.11995,0.99249,-0.24108,0.2399,0.99249,1,4.5e-008,9.5e-008,5.5e-008
0.4549,-0.13708,-0.87993,4.549,-0.27417,-0.87993,1,4.5e-008,5.5e-008,5.5e-008
-0.42171,-0.05504,0.90506,-4.2171,-0.11008,0.90506,1,5.5e-008,6.5e-008,5.5e-008
0.60976,0.64495,0.46069,6.0976,1.2899,0.46069,1,5.5e-008,5.5e-008,5.5e-008
-0.34435,-0.036784,0.93812,-3.4435,-0.073568,0.93812,1,5.5e-008,7.5e-008,5.5e-008
-0.2136,0.01249,0.97684,-2.136,0.02498,0.97684,1,5.5e-008,8.5e-008,5.5e-008
-0.065104,0.060412,0.99605,-0.65104,0.12082,0.99605,1,5.5e-008,9.5e-008,5.5e-008
0.024751,0.1197,0.9925,0.24751,0.23939,0.9925,1,4.5e-008,1.05e-007,5.5e-008
0.032044,0.07668,0.99654,0.32044,0.15336,0.99654,1,5.5e-008,1.05e-007,5.5e-008
-0.57167,-0.22137,0.79006,-5.7167,-0.44273,0.79006,1,6.5e-008,6.5e-008,5.5e-008
-0.72409,-0.35103,-0.5937,-7.2409,-0.70206,-0.5937,1,6.5e-008,5.5e-008,5.5e-008
-0.54212,-0.2277,0.80886,-5.4212,-0.4554,0.80886,1,6.5e-008,7.5e-008,5.5e-008
-0.41957,-0.14316,0.89636,-4.1957,-0.28631,0.89636,1,6.5e-008,8.5e-008,5.5e-008
-0.19459,-0.036065,0.98022,-1.9459,-0.07213,0.98022,1,6.5e-008,9.5e-008,5.5e-008
-0.016988,0.013891,0.99976,-0.16988,0.027783,0.99976,1,6.5e-008,1.05e-007,5.5e-008
-0.7647,-0.39479,0.5093,-7.647,-0.78957,0.5093,1,7.5e-008,7.5e-008,5.5e-008
-0.71681,-0.35787,0.59843,-7.1681,-0.71573,0.59843,1,7.5e-008,6.5e-008,5.5e-008
-0.74289,-0.28148,0.60735,-7.4289,-0.56296,0.60735,1,7.5e-008,8.5e-008,5.5e-008
-0.45362,-0.1336,0.88112,-4.5362,-0.2672,0.88112,1,7.5e-008,9.5e-008,5.5e-008
-0.82737,-0.54353,0.14154,-8.2737,-1.0871,0.14154,1,8.5e-008,7.5e-008,5.5e-008
0.41489,-0.80523,0.42364,4.1489,-1.6105,0.42364,1,8.5e-008,6.5e-008,5.5e-008
-0.95106,-0.30737,-0.031711,-9.5106,-0.61473,-0.031711,1,8.5e-008,8.5e-008,5.5e-008
-0.83955,0.46155,-0.28656,-8.3955,0.92311,-0.28656,1,8.5e-008,9.5e-008,5.5e-008
-0.45957,-0.13742,-0.87744,-4.5957,-0.27485,-0.87744,1,9.5e-008,7.5e-008,5.5e-008
-0.16314,-0.066603,-0.98435,-1.6314,-0.13321,-0.98435,1,9.5e-008,6.5e-008,5.5e-008
-0.71726,-0.28955,-0.6338,-7.1726,-0.5791,-0.6338,1,9.5e-008,8.5e-008,5.5e-008
-0.73507,-0.38476,-0.55823,-7.3507,-0.76953,-0.55823,1,9.5e-008,9.5e-008,5.5e-008
-0.74823,0.66322,0.017252,-7.4823,1.3264,0.017252,1,9.5e-008,5.5e-008,5.5e-008
-0.019756,0.019859,-0.99961,-0.19756,0.039719,-0.99961,1,1.05e-007,6.5e-008,5.5e-008
0.1835,-0.56898,0.80162,1.835,-1.138,0.80162,1,1.05e-007,5.5e-008,5.5e-008
-0.19949,-0.032913,-0.97935,-1.9949,-0.065826,-0.97935,1,1.05e-007,7.5e-008,5.5e-008
-0.40837,-0.13514,-0.90276,-4.0837,-0.27029,-0.90276,1,1.05e-007,8.5e-008,5.5e-008
-0.52264,-0.20624,-0.82723,-5.2264,-0.41248,-0.82723,1,1.05e-007,9.5e-008,5.5e-008
-0.68621,-0.33307,-0.64667,-6.8621,-0.66614,-0.64667,1,9.5e-008,1.05e-007,5.5e-008
-0.553,-0.19502,-0.81004,-5.53,-0.39003,-0.81004,1,1.05e-007,1.05e-007,5.5e-008
0.027395,0.08284,-0.99619,0.27395,0.16568,-0.99619,1,1.15e-007,6.5e-008,5.5e-008
0.67152,0.22097,-0.70727,6.7152,0.44195,-0.70727,1,1.15e-007,5.5e-008,5.5e-008
-0.072337,0.066433,-0.99517,-0.72337,0.13287,-0.99517,1,1.15e-007,7.5e-008,5.5e-008
-0.21465,0.021688,-0.97645,-2.1465,0.043376,-0.97645,1,1.15e-007,8.5e-008,5.5e-008
-0.33814,-0.021449,-0.94085,-3.3814,-0.042898,-0.94085,1,1.15e-007,9.5e-008,5.5e-008
-0.41129,-0.040416,-0.91061,-4.1129,-0.080832,-0.91061,1,1.15e-007,1.05e-007,5.5e-008
-0.032524,0.12392,-0.99176,-0.32524,0.24785,-0.99176,1,1.25e-007,7.5e-008,5.5e-008
0.01619,0.12591,-0.99191,0.1619,0.25183,-0.99191,1,1.25e-007,6.5e-008,5.5e-008
-0.12525,0.11035,-0.98597,-1.2525,0.22071,-0.98597,1,1.25e-007,8.5e-008,5.5e-008
-0.22683,0.084667,-0.97025,-2.2683,0.16933,-0.97025,1,1.25e-007,9.5e-008,5.5e-008
0.97628,-0.14251,-0.16301,9.7628,-0.28502,-0.16301,1,3.5e-008,6.5e-008,6.5e-008
0.31805,-0.51407,-0.7966,3.1805,-1.0281,-0.7966,1,3.5e-008,7.5e-008,6.5e-008
-0.17758,0.081511,0.98072,-1.7758,0.16302,0.98072,1,4.5e-008,7.5e-008,6.5e-008
-0.24867,0.036814,0.96789,-2.4867,0.073627,0.96789,1,4.5e-008,6.5e-008,6.5e-008
-0.066504,0.13606,0.98847,-0.66504,0.27211,0.98847,1,3.5e-008,8.5e-008,6.5e-008
-0.084756,0.11347,0.98992,-0.84756,0.22693,0.98992,1,4.5e-008,8.5e-008,6.5e-008
0.33559,-0.66061,0.67155,3.3559,-1.3212,0.67155,1,3.5e-008,9.5e-008,6.5e-008
0.005129,0.12586,0.99203,0.05129,0.25172,0.99203,1,4.5e-008,9.5e-008,6.5e-008
-0.68195,0.52157,-0.51275,-6.8195,1.0431,-0.51275,1,4.5e-008,5.5e-008,6.5e-008
-0.32749,-0.05166,0.94344,-3.2749,-0.10332,0.94344,1,5.5e-008,6.5e-008,6.5e-008
0.4667,0.73244,0.4957,4.667,1.4649,0.4957,1,5.5e-008,5.5e-008,6.5e-008
-0.26626,-0.017293,0.96375,-2.6626,-0.034587,0.96375,1,5.5e-008,7.5e-008,6.5e-008
-0.15059,0.036553,0.98792,-1.5059,0.073105,0.98792,1,5.5e-008,8.5e-008,6.5e-008
-0.012524,0.075116,0.9971,-0.12524,0.15023,0.9971,1,5.5e-008,9.5e-008,6.5e-008
0.056384,0.12051,0.99111,0.56384,0.24102,0.99111,1,4.5e-008,1.05e-007,6.5e-008
0.078026,0.078823,0.99383,0.78026,0.15765,0.99383,1,5.5e-008,1.05e-007,6.5e-008
-0.4424,-0.21176,0.87146,-4.424,-0.42352,0.87146,1,6.5e-008,6.5e-008,6.5e-008
-0.59021,0.25228,0.76682,-5.9021,0.50457,0.76682,1,6.5e-008,5.5e-008,6.5e-008
-0.42611,-0.20222,0.88178,-4.2611,-0.40444,0.88178,1,6.5e-008,7.5e-008,6.5e-008
-0.30844,-0.1153,0.94423,-3.0844,-0.23059,0.94423,1,6.5e-008,8.5e-008,6.5e-008
-0.091282,-0.022891,0.99556,-0.91282,-0.045783,0.99556,1,6.5e-008,9.5e-008,6.5e-008
0.064702,0.010879,0.99785,0.64702,0.021757,0.99785,1,6.5e-008,1.05e-007,6.5e-008
-0.65047,-0.4258,0.62895,-6.5047,-0.8516,0.62895,1,7.5e-008,7.5e-008,6.5e-008
-0.57367,-0.37878,0.72624,-5.7367,-0.75756,0.72624,1,7.5e-008,6.5e-008,6.5e-008
-0.6198,-0.32662,0.71357,-6.198,-0.65323,0.71357,1,7.5e-008,8.5e-008,6.5e-008
-0.28882,-0.16991,0.94218,-2.8882,-0.33983,0.94218,1,7.5e-008,9.5e-008,6.5e-008
0.7485,-0.40352,-0.52623,7.485,-0.80705,-0.52623,1,8.5e-008,7.5e-008,6.5e-008
-0.33656,-0.42501,-0.84029,-3.3656,-0.85002,-0.84029,1,8.5e-008,6.5e-008,6.5e-008
-0.89539,-0.4432,-0.042974,-8.9539,-0.88641,-0.042974,1,8.5e-008,8.5e-008,6.5e-008
0.54577,0.12295,-0.82887,5.4577,0.24591,-0.82887,1,8.5e-008,9.5e-008,6.5e-008
-0.30151,-0.16463,-0.93914,-3.0151,-0.32926,-0.93914,1,9.5e-008,7.5e-008,6.5e-008
-0.025698,-0.083485,-0.99618,-0.25698,-0.16697,-0.99618,1,9.5e-008,6.5e-008,6.5e-008
-0.5937,-0.31929,-0.73863,-5.937,-0.63859,-0.73863,1,9.5e-008,8.5e-008,6.5e-008
-0.61458,-0.40328,-0.67799,-6.1458,-0.80655,-0.67799,1,9.5e-008,9.5e-008,6.5e-008
0.16424,-0.75652,-0.63302,1.6424,-1.513,-0.63302,1,9.5e-008,5.5e-008,6.5e-008
0.058463,0.019413,-0.9981,0.58463,0.038827,-0.9981,1,1.05e-007,6.5e-008,6.5e-008
0.59885,-0.30549,0.74031,5.9885,-0.61099,0.74031,1,1.05e-007,5.5e-008,6.5e-008
-0.10211,-0.015412,-0.99465,-1.0211,-0.030825,-0.99465,1,1.05e-007,7.5e-008,6.5e-008
-0.30283,-0.1045,-0.9473,-3.0283,-0.20899,-0.9473,1,1.05e-007,8.5e-008,6.5e-008
-0.40889,-0.1806,-0.89453,-4.0889,-0.3612,-0.89453,1,1.05e-007,9.5e-008,6.5e-008
-0.54092,-0.34581,-0.76669,-5.4092,-0.69162,-0.76669,1,9.5e-008,1.05e-007,6.5e-008
-0.42619,-0.18718,-0.88506,-4.2619,-0.37435,-0.88506,1,1.05e-007,1.05e-007,6.5e-008
0.070774,0.086152,-0.99376,0.70774,0.1723,-0.99376,1,1.15e-007,6.5e-008,6.5e-008
-0.34097,-0.81162,0.47436,-3.4097,-1.6232,0.47436,1,1.15e-007,5.5e-008,6.5e-008
-0.023028,0.081543,-0.9964,-0.23028,0.16309,-0.9964,1,1.15e-007,7.5e-008,6.5e-008
-0.15491,0.043744,-0.98696,-1.5491,0.087488,-0.98696,1,1.15e-007,8.5e-008,6.5e-008
-0.26265,-0.0060079,-0.96487,-2.6265,-0.012016,-0.96487,1,1.15e-007,9.5e-008,6.5e-008
-0.32006,-0.040347,-0.94654,-3.2006,-0.080695,-0.94654,1,1.15e-007,1.05e-007,6.5e-008
-0.0045732,0.12935,-0.99159,-0.045732,0.2587,-0.99159,1,1.25e-007,7.5e-008,6.5e-008
0.046171,0.12686,-0.99085,0.46171,0.25372,-0.99085,1,1.25e-007,6.5e-008,6.5e-008
-0.091989,0.11595,-0.98899,-0.91989,0.23191,-0.98899,1,1.25e-007,8.5e-008,6.5e-008
-0.18059,0.083898,-0.97997,-1.8059,0.1678,-0.97997,1,1.25e-007,9.5e-008,6.5e-008
0.67436,-0.47962,0.56143,6.7436,-0.95924,0.56143,1,3.5e-008,6.5e-008,7.5e-008
-0.84937,0.50387,0.15712,-8.4937,1.0077,0.15712,1,3.5e-008,7.5e-008,7.5e-008
-0.14985,0.095584,0.98408,-1.4985,0.19117,0.98408,1,4.5e-008,7.5e-008,7.5e-008
-0.21331,0.049616,0.97572,-2.1331,0.099232,0.97572,1,4.5e-008,6.5e-008,7.5e-008
-0.04827,0.14461,0.98831,-0.4827,0.28923,0.98831,1,3.5e-008,8.5e-008,7.5e-008
-0.06067,0.12726,0.99001,-0.6067,0.25453,0.99001,1,4.5e-008,8.5e-008,7.5e-008
0.47908,-0.2455,-0.84274,4.7908,-0.49101,-0.84274,1,3.5e-008,9.5e-008,7.5e-008
0.029151,0.13443,0.99049,0.29151,0.26885,0.99049,1,4.5e-008,9.5e-008,7.5e-008
-0.5707,0.24364,-0.78418,-5.707,0.48727,-0.78418,1,4.5e-008,5.5e-008,7.5e-008
-0.27515,-0.031525,0.96089,-2.7515,-0.06305,0.96089,1,5.5e-008,6.5e-008,7.5e-008
-0.93886,0.0051491,-0.34426,-9.3886,0.010298,-0.34426,1,5.5e-008,5.5e-008,7.5e-008
-0.21944,0.011364,0.97556,-2.1944,0.022727,0.97556,1,5.5e-008,7.5e-008,7.5e-008
-0.10639,0.06276,0.99234,-1.0639,0.12552,0.99234,1,5.5e-008,8.5e-008,7.5e-008
0.029077,0.087962,0.9957,0.29077,0.17592,0.9957,1,5.5e-008,9.5e-008,7.5e-008
0.083382,0.12269,0.98894,0.83382,0.24538,0.98894,1,4.5e-008,1.05e-007,7.5e-008
0.11556,0.078867,0.99017,1.1556,0.15773,0.99017,1,5.5e-008,1.05e-007,7.5e-008
-0.36029,-0.18364,0.91459,-3.6029,-0.36727,0.91459,1,6.5e-008,6.5e-008,7.5e-008
-0.37696,0.91307,-0.15556,-3.7696,1.8261,-0.15556,1,6.5e-008,5.5e-008,7.5e-008
-0.34507,-0.16403,0.92413,-3.4507,-0.32805,0.92413,1,6.5e-008,7.5e-008,7.5e-008
-0.22182,-0.084641,0.97141,-2.2182,-0.16928,0.97141,1,6.5e-008,8.5e-008,7.5e-008
-0.0094329,-0.014852,0.99985,-0.094329,-0.029704,0.99985,1,6.5e-008,9.5e-008,7.5e-008
0.12697,0.0022737,0.9919,1.2697,0.0045474,0.9919,1,6.5e-008,1.05e-007,7.5e-008
-0.53947,-0.43453,0.72122,-5.3947,-0.86906,0.72122,1,7.5e-008,7.5e-008,7.5e-008
-0.45648,-0.37032,0.809,-4.5648,-0.74065,0.809,1,7.5e-008,6.5e-008,7.5e-008
-0.48888,-0.36511,0.79227,-4.8888,-0.73022,0.79227,1,7.5e-008,8.5e-008,7.5e-008
-0.14337,-0.20909,0.96733,-1.4337,-0.41818,0.96733,1,7.5e-008,9.5e-008,7.5e-008
0.30916,0.33787,0.88897,3.0916,0.67575,0.88897,1,8.5e-008,7.5e-008,7.5e-008
0.90449,-0.089831,0.41692,9.0449,-0.17966,0.41692,1,8.5e-008,6.5e-008,7.5e-008
-0.79321,-0.60647,-0.054902,-7.9321,-1.2129,-0.054902,1,8.5e-008,8.5e-008,7.5e-008
-0.68194,0.17976,-0.70897,-6.8194,0.35951,-0.70897,1,8.5e-008,9.5e-008,7.5e-008
-0.16154,-0.19422,-0.96756,-1.6154,-0.38845,-0.96756,1,9.5e-008,7.5e-008,7.5e-008
0.077822,-0.10713,-0.99119,0.77822,-0.21426,-0.99119,1,9.5e-008,6.5e-008,7.5e-008
-0.46907,-0.33908,-0.81548,-4.6907,-0.67816,-0.81548,1,9.5e-008,8.5e-008,7.5e-008
-0.50558,-0.39821,-0.76539,-5.0558,-0.79642,-0.76539,1,9.5e-008,9.5e-008,7.5e-008
-0.60596,0.44115,0.66197,-6.0596,0.8823,0.66197,1,9.5e-008,5.5e-008,7.5e-008
0.1187,0.013589,-0.99284,1.187,0.027178,-0.99284,1,1.05e-007,6.5e-008,7.5e-008
-0.59034,-0.80302,0.081546,-5.9034,-1.606,0.081546,1,1.05e-007,5.5e-008,7.5e-008
-0.025232,-0.0024801,-0.99968,-0.25232,-0.0049601,-0.99968,1,1.05e-007,7.5e-008,7.5e-008
-0.22325,-0.07056,-0.9722,-2.2325,-0.14112,-0.9722,1,1.05e-007,8.5e-008,7.5e-008
-0.33278,-0.1426,-0.93216,-3.3278,-0.2852,-0.93216,1,1.05e-007,9.5e-008,7.5e-008
-0.43023,-0.33055,-0.84002,-4.3023,-0.6611,-0.84002,1,9.5e-008,1.05e-007,7.5e-008
-0.34812,-0.16091,-0.92354,-3.4812,-0.32181,-0.92354,1,1.05e-007,1.05e-007,7.5e-008
0.10646,0.087779,-0.99043,1.0646,0.17556,-0.99043,1,1.15e-007,6.5e-008,7.5e-008
0.34894,0.44133,0.82672,3.4894,0.88266,0.82672,1,1.15e-007,5.5e-008,7.5e-008
0.015729,0.095673,-0.99529,0.15729,0.19135,-0.99529,1,1.15e-007,7.5e-008,7.5e-008
-0.11406,0.069174,-0.99106,-1.1406,0.13835,-0.99106,1,1.15e-007,8.5e-008,7.5e-008
-0.21845,0.019885,-0.97564,-2.1845,0.03977,-0.97564,1,1.15e-007,9.5e-008,7.5e-008
-0.26988,-0.022436,-0.96263,-2.6988,-0.044873,-0.96263,1,1.15e-007,1.05e-007,7.5e-008
0.018165,0.13818,-0.99024,0.18165,0.27635,-0.99024,1,1.25e-007,7.5e-008,7.5e-008
